fuel_type_cleaned,make_id,transmission_cleaned,number_of_speed,model_cleaned,model,id_model,code_model,version,engine,id_version,msrp_incl_tax,brand,country,date_extraction,trim,cluster_label,unique_engines,msrp_max,msrp_min,date_min,date_max,umap_dim1,umap_dim2,hp,kilowatts,wheel_drive,liter,seats,closest_cluster,similarity_score,llm_match,explanation,mean_price_per_cluster,price_similarity_score,is_match,closest_version,similarity_score_version,unified_id,num_versions,closest_id_version,closest_version_name,similarity_score_percent,num_versions_calculate_similarity_score_percentages,llm_match_version,explanation_version,num_versions_matching_validation_version,expert_validation,stage,msrp_incl_tax_min_match,msrp_incl_tax_max_match,msrp_incl_tax_min_match,msrp_incl_tax_max_match,num_versions_matching_df_final,num_versions_cluster_label_df,num_versions_number_of_clusters_f
phev_gasoline,scw7d5g1gev2kk,auto,0,santa fe,nuova santa fe plug-in,04b84519482ab446f4a19b311f44969f8c78ae29d7b485f87c2b9427f9fe927d,italy|hyundai|nuova-santa-fe-plug-in,santa fe plug-in hybrid xclass 1.6 phev 265cv at plug-in hybrid automatico 4wd,1.6 phev 265cv at plug-in hybrid automatica 4wd,a8e144e34733171e546089b4c79efeb478e4bf9c643b3848446090cee4fbd512,61300.0,hyundai,italy,2022-06-09 00:00:00+00:00,xclass,229,"['1.6 phev 265cv at', '1.6 phev 265cv at plug-in hybrid automatica 4wd']",62100.0,61300.0,2022-06-09 00:00:00+00:00,2024-06-07 00:00:00+00:00,-19.066223,2.3137968,265.0,,4,1.6,,345,0.03338159442304609,Yes,"Despite slight naming variations (e.g., ""Nuova Santa Fe Plug-in Hybrid"" vs. ""Santa Fe Plug-in Hybrid""), the core features align. Both are XClass trims with 4WD, automatic transmissions, and a 1.6L PHEV gasoline engine.  The 265hp in the first set of versions matches the implied horsepower of the ""1.6 PHEV"" engine in the second set.  The minor price variations within the first set are irrelevant when comparing to the second set which lacks pricing.",61828.69565217391,0.998727198571087,TRUE,345,0.6326110825434209,5a44b9d45944ff65f4ecc187698a8b4d5eec0da676f7e67f6da65a917dd561ba_a8e144e34733171e546089b4c79efeb478e4bf9c643b3848446090cee4fbd512,3,f998a6ebcd7591735872798d93002df48bfb9b944c65b2a82582712431aee41e,nuova santa fe plug-in hybrid xclass 1.6 phev 4wd plug-in hybrid automatico 5 seats,63.26110825434209,3,Yes,"The two versions have identical values for fuel_type_cleaned, transmission_cleaned, model_cleaned, version, engine, and trim. These are the most important attributes for determining a match, and their alignment strongly suggests that the versions represent the same vehicle configuration.",3,reviewed, llm approval,60550.0,62100.0,60550.0,62100.0,3,3,3
phev_gasoline,hkw7d5g1gev2kk,auto,0,santa fe,nuova santa fe plug-in hybrid,a643f8b6047069fc8b2eb8a02356347532bb638f25b29711025c5dba59ab33d2,italy|hyundai|nuova-santa-fe-plug-in-hybrid,nuova santa fe plug-in hybrid xclass 1.6 phev 4wd plug-in hybrid automatico 5 seats,1.6 phev 4wd plug-in hybrid automatica 5 seats,f998a6ebcd7591735872798d93002df48bfb9b944c65b2a82582712431aee41e,61750.0,hyundai,italy,2024-11-28 00:00:00+00:00,xclass,345,['1.6 phev 4wd plug-in hybrid automatica 5 seats'],61750.0,61750.0,2024-11-28 00:00:00+00:00,2024-11-28 00:00:00+00:00,8.926996,9.720953,,,4,1.6,5.0,116,0.9399494270918648,Yes,"The two versions are extremely similar, with identical values for fuel_type_cleaned, transmission_cleaned, model_cleaned, version, engine, and trim. The primary difference lies in the presence of MSRP, seats, and liter values in the first version and their absence in the second. This suggests the second version might be incomplete data for the same car.  Given the strong match on core attributes, it's highly likely they represent the same vehicle version.",61750.0,0.9987255764830135,TRUE,229,0.6437216259237063,5a44b9d45944ff65f4ecc187698a8b4d5eec0da676f7e67f6da65a917dd561ba_a8e144e34733171e546089b4c79efeb478e4bf9c643b3848446090cee4fbd512,3,a8e144e34733171e546089b4c79efeb478e4bf9c643b3848446090cee4fbd512,santa fe plug-in hybrid xclass 1.6 phev 265cv at plug-in hybrid automatico 4wd,64.37216259237063,3,Yes,"The two versions have identical values for fuel_type_cleaned, transmission_cleaned, model_cleaned, version, engine, and trim. These are the most important attributes for determining a match, and their alignment strongly suggests that the versions represent the same vehicle configuration.",3,reviewed, llm approval,60550.0,62100.0,60550.0,62100.0,3,3,3
ice_diesel,szb92fc5jgg709,auto,0,staria,staria,53d42caa75540a0a5610d706f4323d9a69bf5dc7c29baec82a9558d46c4e9077,italy|hyundai|staria,staria wagon 2.2 crdi at 2wd diesel automatico,2.2 crdi at 2wd,5a96d7e5bfd1a3935f320f6f0669c71d2894421148be92518c2ed7f9a0d434f5,45600.0,hyundai,italy,2023-01-26 00:00:00+00:00,wagon,117,['2.2 crdi at 2wd'],45600.0,45600.0,2023-01-26 00:00:00+00:00,2023-07-03 00:00:00+00:00,-13.703708,14.04996,,,2,2.2,,35,0.0315693195925686,No,"The primary difference between these two versions of the Hyundai Staria is the drivetrain. The first version is 2WD (2.2 crdi at 2wd), while the second is 4WD (2.2 crdi at 4wd). This difference is significant enough to classify them as distinct versions, even though other key features like fuel type, transmission, model, and trim are identical.",45600.0,-1.0,NOT SURE,NO VALID CLUSTER,-1.0,5a96d7e5bfd1a3935f320f6f0669c71d2894421148be92518c2ed7f9a0d434f5,1,,,-100.0,1,,,1,reviewed, llm disapproval,45600.0,45600.0,45600.0,45600.0,1,1,1
hev_gasoline,1yw5k9a1tev1gg,auto,0,kona,kona,aa7b398ea8219fd0b5aa9d1ef60f0ae0d8411c931f1d98a6512daa12a796490e,italy|hyundai|kona,kona xline plus my25 1.6 hybrid dct 2wd automatico,1.6 hybrid dct 2wd automatica,5c9c1ad4e379ee743d26ea14c2f22a163727ab9156c3244bad33630f09f4e5f1,34800.0,hyundai,italy,2024-06-20 00:00:00+00:00,xline plus my25,119,['1.6 hybrid dct 2wd automatica'],34800.0,34800.0,2024-06-20 00:00:00+00:00,2024-07-25 00:00:00+00:00,8.209751,-1.522674,,,2,1.6,,NO,No valid cluster found (trim mismatch; model mismatch; transmission mismatch; fuel mismatch),,,34800.0,-1.0,NEW VERSION,NO VALID CLUSTER,-1.0,5c9c1ad4e379ee743d26ea14c2f22a163727ab9156c3244bad33630f09f4e5f1,1,,,-100.0,1,,,1,reviewed,,34800.0,34800.0,34800.0,34800.0,1,1,1
ice_lpg,gqs6k5615hh728,manual,0,i10,i10,682b158d317e1df582bd311abc19a2b66eadd6a8bfba5eae86253f3803e5f6f6,italy|hyundai|i10,i10 prime 1.0 gpl mt 2wd manuale,1.0 gpl mt 2wd manuale,5df84c7bf482961c7c87ee80d5e83a491669e0736945b29771e9853f90cc1d11,20950.0,hyundai,italy,2023-12-21 00:00:00+00:00,prime,121,['1.0 gpl mt 2wd manuale'],20950.0,20950.0,2023-12-21 00:00:00+00:00,2024-04-02 00:00:00+00:00,1.3985277,-7.9661984,,,2,1.0,,256,0.03867062702867663,Yes,"The two versions are nearly identical. Key features like fuel_type_cleaned, transmission_cleaned, model_cleaned, trim, and engine are the same.  The version names are very similar, with the second version adding ""4 seats"" which likely just clarifies a standard feature.  The primary difference lies in the available pricing information, which doesn't impact the fundamental vehicle comparison.",20950.0,0.9856801909307876,TRUE,256,0.6674522209079188,5df84c7bf482961c7c87ee80d5e83a491669e0736945b29771e9853f90cc1d11_bbeb382337f3e3880a3c1d13611ce39e57adf034699480e7a35db29aa206f945,2,bbeb382337f3e3880a3c1d13611ce39e57adf034699480e7a35db29aa206f945,i10 prime 1.0 gpl mt manuale 2wd 4 seats,66.74522209079188,2,Yes,"The two versions are essentially the same.  Key features like fuel_type_cleaned, transmission_cleaned, model_cleaned, trim, and engine are identical or nearly so (the engine description in the first version includes ""4 seats"" and ""2wd"" which are likely standard and clarified in the second version's simpler description). The core vehicle specifications match. The differences are in the level of detail provided (seats, MSRP) which doesn't change the fundamental comparison of the car versions themselves.",2,reviewed, llm approval,20650.0,20950.0,20650.0,20950.0,2,2,2
ice_lpg,gqs6k5615hh777,manual,0,i10,i10,682b158d317e1df582bd311abc19a2b66eadd6a8bfba5eae86253f3803e5f6f6,italy|hyundai|i10,i10 prime 1.0 gpl mt manuale 2wd 4 seats,1.0 gpl mt manuale 2wd 4 seats,bbeb382337f3e3880a3c1d13611ce39e57adf034699480e7a35db29aa206f945,20650.0,hyundai,italy,2024-08-29 00:00:00+00:00,prime,256,"['1.0 gpl mt manuale', '1.0 gpl mt manuale 2wd 4 seats', '1.0 gpl mt manuale 2wd 5 seats']",20650.0,20650.0,2024-08-29 00:00:00+00:00,2024-11-28 00:00:00+00:00,10.056572,15.3386965,,,2,1.0,4.0,121,0.038647241008759034,Yes,"The two versions are essentially the same.  Key features like fuel_type_cleaned, transmission_cleaned, model_cleaned, trim, and engine are identical or nearly so (the engine description in the first version includes ""4 seats"" and ""2wd"" which are likely standard and clarified in the second version's simpler description). The core vehicle specifications match. The differences are in the level of detail provided (seats, MSRP) which doesn't change the fundamental comparison of the car versions themselves.",20650.0,0.9854721549636803,TRUE,121,0.6340460749860978,5df84c7bf482961c7c87ee80d5e83a491669e0736945b29771e9853f90cc1d11_bbeb382337f3e3880a3c1d13611ce39e57adf034699480e7a35db29aa206f945,2,5df84c7bf482961c7c87ee80d5e83a491669e0736945b29771e9853f90cc1d11,i10 prime 1.0 gpl mt 2wd manuale,63.40460749860978,2,Yes,"The two versions are essentially the same.  Key features like fuel_type_cleaned, transmission_cleaned, model_cleaned, trim, and engine are identical or nearly so (the engine description in the first version includes ""4 seats"" and ""2wd"" which are likely standard and clarified in the second version's simpler description). The core vehicle specifications match. The differences are in the level of detail provided (seats, MSRP) which doesn't change the fundamental comparison of the car versions themselves.",2,reviewed, llm approval,20650.0,20950.0,20650.0,20950.0,2,2,2
ice_gasoline,gqs6k2615gg0pj,manual,0,i10,i10,682b158d317e1df582bd311abc19a2b66eadd6a8bfba5eae86253f3803e5f6f6,italy|hyundai|i10,i10 tech 1.0 mpi 5 mt 2wd benzina manuale,1.0 mpi 5 mt 2wd,5f10b50dafb84629ae79d09baf713b56fe136b512a1fc23450aa8979a25bf4be,16000.0,hyundai,italy,2023-02-23 00:00:00+00:00,tech,122,['1.0 mpi 5 mt 2wd'],16000.0,16000.0,2023-02-23 00:00:00+00:00,2023-03-09 00:00:00+00:00,4.9082394,21.691673,,,2,1.0,,318,0.08875615513100239,Yes,"Despite minor differences in the version name (presence of ""nuova"" and slight spacing variations) and missing MSRP for the second version, the core features like fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, trim, and wheel_drive are identical.  The versions are highly likely to be the same, with the differences attributable to data variations rather than distinct car versions.",16000.0,0.96375,TRUE,318,0.6117372907661089,5f10b50dafb84629ae79d09baf713b56fe136b512a1fc23450aa8979a25bf4be_e7d8b71fa9a8d55d2dc32307ecd3f2a0a1fc8bbe8c328bb4c1b4907eab60cede,3,e7d8b71fa9a8d55d2dc32307ecd3f2a0a1fc8bbe8c328bb4c1b4907eab60cede,nuova i10tech1.0 mpi 5 mt 2wd,61.1737290766109,3,Yes,"The versions have identical fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, and trim, indicating a high likelihood of being the same car version. The minor differences in the version name (presence of ""nuova"" and spacing variations) are likely due to data inconsistencies rather than representing distinct car versions.",3,reviewed, llm approval,15300.0,16000.0,15300.0,16000.0,3,3,3
ice_gasoline,gqs6k2615gg0ph,manual,0,i10,nuova i10,e93bbdd96322eff74f992d45ca74c5654f7581ef6e4d9280683800dd771d6431,italy|hyundai|nuova-i10,i10 tech 1.0 mpi 5 mt 2wd benzina manuale,1.0 mpi 5 mt 2wd,d4a8906ee78378cc0ca063353de339bbdf29d1834345a3288a0b31e0e2faafc4,15300.0,hyundai,italy,2022-06-28 00:00:00+00:00,tech,291,['1.0 mpi 5 mt 2wd'],16000.0,15300.0,2022-06-28 00:00:00+00:00,2023-02-16 00:00:00+00:00,-1.3687311,2.479994,,,2,1.0,,318,0.054502384308410964,Yes,"Both versions represent the Hyundai i10 with a 1.0 MPI 5 MT 2WD engine, manual transmission, gasoline fuel type, and Tech trim. Minor naming variations in the 'model' and 'version' fields are present, but the core characteristics are identical. The MSRP values vary within the provided range in the first set of data, but this doesn't negate the fundamental similarities.  The second version has several missing fields, but the key matching attributes are present and consistent.",15726.08695652174,0.9805363560962123,TRUE,318,0.6078305021036516,5f10b50dafb84629ae79d09baf713b56fe136b512a1fc23450aa8979a25bf4be_e7d8b71fa9a8d55d2dc32307ecd3f2a0a1fc8bbe8c328bb4c1b4907eab60cede,3,e7d8b71fa9a8d55d2dc32307ecd3f2a0a1fc8bbe8c328bb4c1b4907eab60cede,nuova i10tech1.0 mpi 5 mt 2wd,60.78305021036516,3,Yes,"Both versions represent the Hyundai i10 with a 1.0 MPI 5 MT 2WD engine, manual transmission, gasoline fuel type, and Tech trim. Minor naming variations in the 'model' and 'version' fields are present, but the core characteristics are identical. The MSRP values vary within the provided range in the first set of data, but this doesn't negate the fundamental similarities.  The second version has several missing fields, but the key matching attributes are present and consistent.",3,reviewed, llm approval,15300.0,16000.0,15300.0,16000.0,3,3,3
ice_gasoline,gqs6k2615gg0ch,manual,0,i10,nuova i10,e93bbdd96322eff74f992d45ca74c5654f7581ef6e4d9280683800dd771d6431,italy|hyundai|nuova-i10,nuova i10tech1.0 mpi 5 mt 2wd,1.0 mpi 5 mt 2wd,e7d8b71fa9a8d55d2dc32307ecd3f2a0a1fc8bbe8c328bb4c1b4907eab60cede,15300.0,hyundai,italy,2022-06-09 00:00:00+00:00,tech,318,['1.0 mpi 5 mt 2wd'],15600.0,15300.0,2022-06-09 00:00:00+00:00,2022-09-22 00:00:00+00:00,11.636914,13.95686,,,2,1.0,,122,0.08887522543985678,Yes,"Despite minor naming variations (""nuova"" prefix and spacing) and missing MSRP in one version, the core features (fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, trim, and wheel_drive) are identical. These variations likely stem from data inconsistencies rather than representing distinct car versions. The LLM's analysis confirms this, highlighting the high probability of a match.",15420.0,0.9623865110246433,TRUE,122,0.6445934029580674,5f10b50dafb84629ae79d09baf713b56fe136b512a1fc23450aa8979a25bf4be_e7d8b71fa9a8d55d2dc32307ecd3f2a0a1fc8bbe8c328bb4c1b4907eab60cede,3,5f10b50dafb84629ae79d09baf713b56fe136b512a1fc23450aa8979a25bf4be,i10 tech 1.0 mpi 5 mt 2wd benzina manuale,64.45934029580674,3,Yes,"The versions have identical fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, and trim, indicating a high likelihood of being the same car version. The minor differences in the version name (presence of ""nuova"" and spacing variations) are likely due to data inconsistencies rather than representing distinct car versions.",3,reviewed, llm approval,15300.0,16000.0,15300.0,16000.0,3,3,3
mhev_gasoline,j9w5k5g17gg0nn,manual,0,kona,nuova kona,c976e46c402d6708f2aff4c95afcfa1a09e43fac3f4fe811757682bd49f945e4,italy|hyundai|nuova-kona,nuova konaxline1.0 t-gdi 120cv 48v imt,1.0 t-gdi 120cv 48v imt,5f1517d67cea8e7d1ec46f7612f99692e013c30c0cab1333fbe67e730faec831,25450.0,hyundai,italy,2022-06-09 00:00:00+00:00,xline,123,['1.0 t-gdi 120cv 48v imt'],25450.0,25450.0,2022-06-09 00:00:00+00:00,2022-06-09 00:00:00+00:00,1.5084546,-16.009792,120.0,,,1.0,,157,0.04732746481086747,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, and trim are identical. The versions are very similar, with the second version having a more descriptive name including ""hybrid (benzina) manuale"".  The horsepower is only present in the first version (120hp), but since the engines are identical, it's highly probable they have the same horsepower.  The missing data in the second version doesn't contradict the first version's data.",25450.0,0.962671905697446,TRUE,157,0.6329234048209013,5f1517d67cea8e7d1ec46f7612f99692e013c30c0cab1333fbe67e730faec831_7ca50ba566b2cb5a0430b28f3b8b0c4ffddbade4344306ac35e952cb59fc2d81,3,7ca50ba566b2cb5a0430b28f3b8b0c4ffddbade4344306ac35e952cb59fc2d81,kona xline 1.0 t-gdi 120cv 48v imt hybrid (benzina) manuale,63.292340482090125,3,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, and trim are identical. The versions are very similar, with the second version having a more descriptive name including ""hybrid (benzina) manuale"".  The horsepower is only present in the first version (120hp), but since the engines are identical, it's highly probable they have the same horsepower.  The missing data in the second version doesn't contradict the first version's data.",3,reviewed, llm approval,25450.0,29500.0,25450.0,29500.0,3,3,3
mhev_gasoline,j9w5k5g17gg2md,manual,0,kona,nuova kona,c976e46c402d6708f2aff4c95afcfa1a09e43fac3f4fe811757682bd49f945e4,italy|hyundai|nuova-kona,kona xline 1.0 t-gdi 120cv 48v imt hybrid (benzina) manuale,1.0 t-gdi 120cv 48v imt,7ca50ba566b2cb5a0430b28f3b8b0c4ffddbade4344306ac35e952cb59fc2d81,26150.0,hyundai,italy,2022-07-03 00:00:00+00:00,xline,157,['1.0 t-gdi 120cv 48v imt'],26650.0,26150.0,2022-07-03 00:00:00+00:00,2022-12-02 00:00:00+00:00,6.8769794,3.414468,120.0,,,1.0,,335,0.09559726576574033,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, and trim are identical. The engines are practically the same, with minor variations in naming conventions (1.0 t-gdi 120cv 48v imt vs 1.0 t-gdi 48v mt 2wd hybrid 48v).  The versions also describe the same car with slight wording differences.  The horsepower difference is within the acceptable range (120 vs null, treated as 0 difference due to missing data).  The slight MSRP difference between the two initial versions is irrelevant when comparing to the third version with null MSRP.",26400.0,0.9640151515151515,TRUE,123,0.6093194667830242,5f1517d67cea8e7d1ec46f7612f99692e013c30c0cab1333fbe67e730faec831_7ca50ba566b2cb5a0430b28f3b8b0c4ffddbade4344306ac35e952cb59fc2d81,3,5f1517d67cea8e7d1ec46f7612f99692e013c30c0cab1333fbe67e730faec831,nuova konaxline1.0 t-gdi 120cv 48v imt,60.93194667830242,3,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, and trim are identical. The versions are also very similar, with the second version having a more descriptive name including ""hybrid (benzina) manuale"".  The horsepower is only present in the first version (120hp), but since the engines are identical, it's highly probable they have the same horsepower.  The missing data in the second version doesn't contradict the first version's data.",3,reviewed, llm approval,25450.0,29500.0,25450.0,29500.0,3,3,3
mhev_gasoline,1ew5k5g17gg01n,manual,0,kona,nuova kona,c976e46c402d6708f2aff4c95afcfa1a09e43fac3f4fe811757682bd49f945e4,italy|hyundai|nuova-kona,nuova kona xline 1.0 t-gdi 48v mt 2wd hybrid (benzina) manuale,1.0 t-gdi 48v mt 2wd hybrid 48v (benzina) manuale,f00557224ff554229885e5048a91c16f9347a0ee3a5d019ced43050ae2fe3ab1,29500.0,hyundai,italy,2023-07-13 00:00:00+00:00,xline,335,"['1.0 t-gdi 48v mt 2wd', '1.0 t-gdi 48v mt 2wd hybrid 48v (benzina) manuale']",29500.0,29500.0,2023-07-13 00:00:00+00:00,2023-11-23 00:00:00+00:00,15.698433,0.0010881603,,,2,1.0,,157,0.09751046615898577,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, and trim are identical. The engines are practically the same, with minor variations in naming conventions (1.0 t-gdi 120cv 48v imt vs 1.0 t-gdi 48v mt 2wd hybrid 48v). The versions also describe the same car with slight wording differences.  The horsepower difference is within the acceptable range (null vs null, treated as 0 difference due to missing data).",29500.0,0.8949152542372881,TRUE,157,0.5963629554776938,5f1517d67cea8e7d1ec46f7612f99692e013c30c0cab1333fbe67e730faec831_7ca50ba566b2cb5a0430b28f3b8b0c4ffddbade4344306ac35e952cb59fc2d81,3,7ca50ba566b2cb5a0430b28f3b8b0c4ffddbade4344306ac35e952cb59fc2d81,kona xline 1.0 t-gdi 120cv 48v imt hybrid (benzina) manuale,59.63629554776938,3,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, and trim are identical. The engines are practically the same, with minor variations in naming conventions (1.0 t-gdi 120cv 48v imt vs 1.0 t-gdi 48v mt 2wd hybrid 48v). The versions also describe the same car with slight wording differences.  The horsepower difference is within the acceptable range (120 vs null, treated as 0 difference due to missing data).  The slight MSRP difference between the two initial versions is irrelevant when comparing to the third version with null MSRP.",3,reviewed, llm approval,25450.0,29500.0,25450.0,29500.0,3,3,3
hev_gasoline,jfw5d5g1fev1hh,auto,0,tucson,nuova tucson hybrid,a14c5e9a2f354cd0167d1de1a32de8cc69658803a8a7fe933057e7142a3ce0a2,italy|hyundai|nuova-tucson-hybrid,tucson hybrid exellence 1.6 hev 215cv at 2wd hybrid automatico 5 seats,1.6 hev 215cv at 2wd hybrid automatica 5 seats,5f9c3984c13133999baae0331a69086dc0303ec3486c54887b94fa6ce2f9b3d9,38750.0,hyundai,italy,2022-06-09 00:00:00+00:00,exellence,125,"['1.6 hev 215cv at 2wd hybrid automatica 5 seats', '1.6 hev 230cv at 2wd', '1.6 hev 230cv at 2wd hybrid automatica']",41800.0,38750.0,2022-06-09 00:00:00+00:00,2024-11-28 00:00:00+00:00,3.9544544,11.101079,215.0,,2,1.6,5.0,332,0.10657785547458189,No,"The versions are not the same. Although many features like fuel type, transmission, model, and trim match, the key difference lies in the drivetrain. The first set of cars are 2-wheel drive (2WD), while the second set is 4-wheel drive (4WD). This difference significantly impacts performance and handling, making them distinct versions.",39688.75,-1.0,NOT SURE,NO VALID CLUSTER,-1.0,5f9c3984c13133999baae0331a69086dc0303ec3486c54887b94fa6ce2f9b3d9,1,,,-100.0,1,,,1,reviewed, llm disapproval,38750.0,41800.0,38750.0,41800.0,1,1,1
hev_gasoline,1yw5k9a1tev1bb,auto,0,kona,kona,aa7b398ea8219fd0b5aa9d1ef60f0ae0d8411c931f1d98a6512daa12a796490e,italy|hyundai|kona,kona n line my25 1.6 hybrid dct 2wd automatico,1.6 hybrid dct 2wd automatica,619d02c58a4f967fa22c0f56f87b7a1b851787148ed9604d75322fe5188ead3c,35500.0,hyundai,italy,2024-06-20 00:00:00+00:00,n line my25,127,['1.6 hybrid dct 2wd automatica'],35500.0,35500.0,2024-06-20 00:00:00+00:00,2024-07-25 00:00:00+00:00,8.695397,-4.9550014,,,2,1.6,,NO,No valid cluster found (trim mismatch; model mismatch; transmission mismatch; fuel mismatch),,,35500.0,-1.0,NEW VERSION,NO VALID CLUSTER,-1.0,619d02c58a4f967fa22c0f56f87b7a1b851787148ed9604d75322fe5188ead3c,1,,,-100.0,1,,,1,reviewed,,35500.0,35500.0,35500.0,35500.0,1,1,1
ice_gasoline,sww5k7615ff0tg,manual,0,bayon,nuova bayon,4f75aada913371f499c2d355fdaf64e1f9c478c4d41a13fa27e9a1f302321331,italy|hyundai|nuova-bayon,nuova bayon xline 1.2 mpi 79cv benzina manuale 2wd 5 seats,1.2 mpi 79cv benzina manuale 2wd 5 seats,630f5663a179074f900397fbdf19da4624f20d631c7762059dd1cfc431d3d047,22800.0,hyundai,italy,2024-08-02 00:00:00+00:00,xline,128,"['1.2 mpi 79cv benzina manuale', '1.2 mpi 79cv benzina manuale 2wd 5 seats']",22800.0,22800.0,2024-08-02 00:00:00+00:00,2024-11-28 00:00:00+00:00,-14.53137,-2.7617981,79.0,,2,1.2,5.0,120,0.07737297180011606,No,"Although both versions are Hyundai Bayon Xline with a 1.2L petrol engine and manual transmission, the engine descriptions differ slightly. The first version specifies 79hp and ""2wd 5 seats"" while the second version mentions 84hp (a difference greater than our 4hp threshold) and lacks the drivetrain and seating details. This horsepower difference and the additional details in the first version suggest they are distinct variants.",22800.0,-1.0,NOT SURE,NO VALID CLUSTER,-1.0,630f5663a179074f900397fbdf19da4624f20d631c7762059dd1cfc431d3d047,1,,,-100.0,1,,,1,reviewed, llm disapproval,22800.0,22800.0,22800.0,22800.0,1,1,1
mhev_gasoline,g4w5k5g1ugg4e2,auto,0,i30 sw,nuova i30 wagon,8778ee48d7a9fe7cfe66d70a618e1729370f969932a84fa382ba9cd689df0201,italy|hyundai|nuova-i30-wagon,nuova i30 wagonprime1.0 t-gdi 120cv 48v dct,1.0 t-gdi 120cv 48v dct,63bb0e52a99373783899ba744aef26e0ec6a5aa6d8bc4c42e62928da5dbafce5,29450.0,hyundai,italy,2022-06-09 00:00:00+00:00,prime,129,['1.0 t-gdi 120cv 48v dct'],29450.0,29450.0,2022-06-09 00:00:00+00:00,2022-10-03 00:00:00+00:00,0.29259297,8.614687,120.0,,,1.0,,325,0.03927674990411093,Yes,"All key features match: fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, and trim are identical. Minor version name variations exist, but they refer to the same 1.0 T-GDI 120cv 48V DCT engine and Prime trim.  The MSRP is available in one dataset and missing in the other, which doesn't impact the core version comparison.",29450.0,0.9974533106960951,TRUE,325,0.6269805265896004,63bb0e52a99373783899ba744aef26e0ec6a5aa6d8bc4c42e62928da5dbafce5_eb0094f61aceed98aaa9afb9c16ff505a37781532ffbe39165d2158af4491be6,2,eb0094f61aceed98aaa9afb9c16ff505a37781532ffbe39165d2158af4491be6,i30 wagon prime 1.0 t-gdi 120cv 48v dct hybrid (benzina) automatico,62.69805265896004,2,Yes,"The versions are well-matched because all the key features are identical: fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, and trim. The minor variations in the version name are insignificant as they both refer to the same 1.0 T-GDI 120cv 48V DCT engine and Prime trim level.",2,reviewed, llm approval,29200.0,29450.0,29200.0,29450.0,2,2,2
mhev_gasoline,g4w5k5g1ugg2f7,auto,0,i30 sw,i30 wagon,65d841e7ca246cad4cd31c0a508d8afe1ea0e9b9518bae6428460bf8687157ae,italy|hyundai|i30-wagon,i30 wagon prime 1.0 t-gdi 120cv 48v dct hybrid (benzina) automatico,1.0 t-gdi 120cv 48v dct,eb0094f61aceed98aaa9afb9c16ff505a37781532ffbe39165d2158af4491be6,29200.0,hyundai,italy,2022-10-18 00:00:00+00:00,prime,325,['1.0 t-gdi 120cv 48v dct'],29450.0,29200.0,2022-10-18 00:00:00+00:00,2023-02-16 00:00:00+00:00,-11.724218,-12.773629,120.0,,,1.0,,129,0.08650061621193478,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, and trim are identical across all versions.  The slight variations in the version name are insignificant as they all point to the same 1.0 T-GDI 120cv 48V DCT engine and Prime trim level.  The presence or absence of MSRP and other missing data points in one dataset doesn't affect the core comparison of the versions themselves.",29375.0,0.9974468085106383,TRUE,129,0.630681954528394,63bb0e52a99373783899ba744aef26e0ec6a5aa6d8bc4c42e62928da5dbafce5_eb0094f61aceed98aaa9afb9c16ff505a37781532ffbe39165d2158af4491be6,2,63bb0e52a99373783899ba744aef26e0ec6a5aa6d8bc4c42e62928da5dbafce5,nuova i30 wagonprime1.0 t-gdi 120cv 48v dct,63.068195452839404,2,Yes,"The versions are well-matched because all the key features are identical: fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, and trim. The minor variations in the version name are insignificant as they both refer to the same 1.0 T-GDI 120cv 48V DCT engine and Prime trim level.",2,reviewed, llm approval,29200.0,29450.0,29200.0,29450.0,2,2,2
